## Type: detector
## Name: Hamamatzu Orca-Fusion BT (C15440-20UP)
wavelength,qe
301.6844207573296, 0.006448573494679755
305.3782645481543, 0.01946704407866906
308.8312054830556, 0.03509788053338414
312.1235445140081, 0.051563373303642024
314.3318206933054, 0.06594222528504234
318.30671781604065, 0.08053353523767204
320.47484351935077, 0.10566427812020407
322.43648106044094, 0.12176122134853395
323.727032074316, 0.14194337365375065
325.17244920985615, 0.1637108309738785
326.4630002237312, 0.18458807855486403
327.8826063389938, 0.2054531314818886
329.3280234745339, 0.22833030231245444
330.48951938702146, 0.24975630932167847
332.03818060367155, 0.27169449179725835
333.724500595135, 0.296193551604618
335.16991773067514, 0.32077797398970376
336.7357862941768, 0.3446794957529814
338.0607520017553, 0.37009857445361016
339.5061691372954, 0.3952141417667687
341.57793369823617, 0.4194571138409504
344.8662576815899, 0.4356760036088888
349.02183194626764, 0.4529192443095392
353.35808335288795, 0.46851214184082046
357.33298047562323, 0.4861082145294049
360.866222362499, 0.5035677070936277
363.8373575855536, 0.5197581426689909
366.41845961330375, 0.5347209830789612
369.257671843829, 0.5513422964276079
372.14850611490914, 0.5690123500168882
375.32039371789995, 0.5874127278822687
378.29152894095455, 0.6046085449286269
381.1823632120347, 0.6195469960306754
384.1534984350893, 0.6349881378682216
387.68674032196515, 0.6517799053800101
391.3002831608154, 0.6689207109873891
394.9138259996656, 0.6855834861595029
398.5273688385158, 0.7014950706476277
402.1409116773661, 0.7184212503452958
407.56122593564146, 0.7339328501835047
413.3428944778018, 0.7493834767519092
419.1245630199622, 0.7642365652762318
425.2675858460076, 0.7787007798353582
432.49467152370806, 0.7933452042807951
439.72175720140854, 0.8082931401137021
446.22613431133897, 0.8228616867122714
452.73051142126934, 0.8374302333108407
459.9575970989698, 0.8517021665080187
467.9073913444403, 0.8634356408281731
475.85718558991084, 0.8741137232782609
483.80697983538136, 0.883984741357121
491.75677408085187, 0.8934832681877223
499.7065683263224, 0.9027955493941942
507.6563625717929, 0.9117353393524071
515.6061568172634, 0.9204268018117809
523.5559510627339, 0.9285595273987663
531.5057453082045, 0.935947270489234
539.455539553675, 0.9424037854590545
547.4053337991454, 0.9474324173105493
555.355128044616, 0.9501019379230712
563.3049222900866, 0.9496673648001025
571.254716535557, 0.9476807448093885
579.2045107810276, 0.9453216335704157
587.1543050264982, 0.9427141948326035
595.1040992719686, 0.9397963467212423
603.0538935174391, 0.9366301711110419
611.0036877629096, 0.9325327673801943
618.9534820083802, 0.9282491180252173
626.9032762538507, 0.9237792230461108
634.8530704993211, 0.9180056086980982
642.8028647447917, 0.9107420293570502
650.7526589902623, 0.901864321273547
658.7024532357327, 0.8923037125682359
666.6522474812032, 0.8823085307399561
674.6020417266737, 0.8715062845404488
682.5518359721443, 0.8598969739697139
690.5016302176148, 0.8473564352783318
698.4514244630852, 0.8337605047168829
706.4012187085558, 0.8192954279094966
714.3510129540263, 0.804271614229722
721.9394529156118, 0.7894526707364898
729.1665385933122, 0.7743605669945345
736.0322699871277, 0.7591242953435308
742.1752928131731, 0.7439202717774458
747.5956070714484, 0.7282745307456675
752.6545670458388, 0.7122751447490244
757.7135270202291, 0.6963733159840682
762.7724869946194, 0.681056830609233
767.8314469690098, 0.6665208030878929
773.2517612272851, 0.6515579626779224
778.6720754855604, 0.6366682901917173
784.0923897438358, 0.6215956978960993
789.8740582859962, 0.6064011590608727
795.6557268281566, 0.5910358950701942
801.0760410864319, 0.5757925776191242
806.1350010608222, 0.5605736494759759
811.1939610352125, 0.545159606869454
816.975629577373, 0.5295938085691969
823.8413609711884, 0.5141071400235303
831.0684466488889, 0.49908332634375574
837.9341780427043, 0.4850535124579459
844.4385551526348, 0.47094023294058196
850.5815779786801, 0.45582157195222295
856.3632465208404, 0.4407123956947224
862.1449150630009, 0.42568858201494775
867.5652293212762, 0.4111159705317249
872.6241892956665, 0.3967750574737583
877.6831492700569, 0.3814585720989232
882.7421092444472, 0.3660445294924012
887.8010692188375, 0.3507280441175661
892.8600291932279, 0.3361920165962258
898.2803434515032, 0.3208633365674297
904.4233662775486, 0.30529889322872383
910.927743387479, 0.29027507954894916
917.4321204974094, 0.2749477544817045
923.5751433234549, 0.25991445607107144
929.3568118656152, 0.24489064239129688
935.1384804077755, 0.22995219128924826
941.642857517706, 0.21479179748511212
949.2312974792915, 0.20170493829628378
957.181091724762, 0.18910231773019182
965.1308859702325, 0.1748855684216447
973.0806802157031, 0.1609792284866468
981.0304744611735, 0.14595541480687224
988.6189144227591, 0.13140963156236318
996.2073543843445, 0.1160940330714525
1004.1571486298151, 0.10249810251000357
1012.1069428752855, 0.08952299069565273
1020.0567371207561, 0.07679620638014129
1028.0065313662267, 0.06444191331288873
1035.9563256116971, 0.05289468461686364
1043.9061198571676, 0.04314783028742308
1051.855914102638, 0.03464261345217867
1059.8057083481085, 0.027441115985840536
1067.7555025935792, 0.02210207476079673
1075.7052968390497, 0.017383852282850887
1083.6550910845203, 0.013162284802583635
1091.6048853299908, 0.010989419187740213
1097.3865538721511, 0.009511870569646641
