## Type: dichroic
## Name: Chroma Q595LP
wavelength,transmission
380,27.196300029755
381,34.236800670624
382,39.254200458527
383,39.55500125885
384,37.715598940849
385,35.538798570633
386,35.319501161575
387,37.719601392746
388,42.538800835608995
389,48.601698875427005
390,53.734397888184006
391,54.70409989357
392,53.085100650787
393,50.408697128296
394,49.550101161003
395,51.213002204895
396,54.408198595047
397,60.212802886963004
398,66.70290231704699
399,70.33650279045101
400,69.980502128601
401,67.903101444244
402,64.257097244263
403,62.255799770355004
404,61.690098047256
405,61.935698986053
406,62.416797876358
407,63.112401962279996
408,63.124299049377
409,63.177400827408
410,63.311702013016
411,64.36089873313901
412,65.978699922562
413,68.059301376343
414,69.832801818848
415,70.266699790955
416,69.01029944419899
417,66.37210249900801
418,63.209998607635
419,60.507702827454004
420,59.089797735214
421,58.76299738884
422,60.026800632477
423,62.842899560928004
424,66.94930195808399
425,69.94420289993299
426,72.395998239517
427,72.524702548981
428,70.66640257835401
429,67.639899253845
430,64.41640257835401
431,61.632698774338
432,59.940898418427004
433,59.406900405884
434,60.001498460769994
435,61.639398336411
436,64.033001661301
437,66.530799865723
438,68.460601568222
439,69.515299797058
440,69.474399089813
441,68.440997600555
442,67.17180013656599
443,65.739697217941
444,64.667797088623
445,63.914799690247
446,63.72500061988799
447,63.837301731109996
448,64.195197820663
449,64.416497945786
450,64.549499750137
451,64.601701498032
452,64.482301473618
453,64.552599191666
454,64.75909948349
455,65.10769724845899
456,65.78819751739499
457,66.601097583771
458,66.98570251464801
459,67.158502340317
460,66.76040291786201
461,65.79509973526
462,64.313501119614
463,62.300801277161
464,60.462099313736
465,58.980798721313
466,57.925099134445
467,57.615798711777
468,58.389401435851994
469,60.224097967148005
470,62.814599275589
471,65.911400318146
472,68.955898284912
473,70.570200681686
474,70.494002103806
475,68.959897756577
476,66.227698326111
477,62.679600715636994
478,58.870100975037
479,54.929602146149
480,51.741200685501
481,49.224099516869
482,47.768199443817
483,47.978600859642
484,50.115299224854006
485,54.336899518966995
486,60.452002286911
487,66.228699684143
488,68.906199932098
489,68.116801977158
490,66.317498683929
491,64.174002408981
492,61.804401874542
493,58.659201860428
494,54.24280166626
495,48.992401361465
496,44.401401281357
497,40.332099795340994
498,37.684398889541995
499,36.912599205971
500,38.818201422691004
501,44.227600097656
502,52.731001377106004
503,58.627301454544
504,56.703400611877
505,50.267899036407
506,46.457898616791
507,47.172799706459
508,50.388902425766005
509,52.762198448180996
510,52.609997987747
511,48.329401016235
512,41.472798585892
513,34.885001182556
514,30.819600820540998
515,29.659399390220997
516,35.930299758911
517,40.943598747253
518,31.491300463675998
519,22.075299918652
520,16.712799668312
521,15.535199642181
522,16.680000722408
523,20.117099583149
524,24.767300486565
525,33.265900611877
526,42.605701088905
527,43.207800388336
528,32.548499107361
529,20.077599585056
530,11.687199771404
531,6.993380188942
532,4.3757900595665
533,2.9049700126052
534,2.0239999517798
535,1.4750899747014001
536,1.1068499647081
537,0.85477698594332
538,0.68072997964919
539,0.55567398667336
540,0.46319300308824
541,0.39660301990806995
542,0.34302999265492
543,0.29639799613506
544,0.26026300620288
545,0.23732199333607998
546,0.21820398978889002
547,0.19983700476587002
548,0.18730299780145
549,0.17130300402641
550,0.16349699581042
551,0.15915699768811
552,0.15672600129619
553,0.15436999965459
554,0.15260799555108
555,0.14970999909565
556,0.15019499696791
557,0.15244700480253
558,0.15860700514168
559,0.16461600316688
560,0.17186099430546
561,0.17921699909493
562,0.18816100200638
563,0.19915699958801
564,0.2152879955247
565,0.23354499135166
566,0.25440200697631
567,0.27647600509226
568,0.30870600603521
569,0.34672298934311
570,0.38846300449222
571,0.44286400079727
572,0.50472198054194
573,0.58147399686277
574,0.67478101700544
575,0.7995890453457799
576,0.94227399677038
577,1.1236799880862
578,1.3491000048816
579,1.6321899369358999
580,1.9972300156951
581,2.4215299636126
582,3.0169300734997
583,3.7975899875163996
584,4.8655699938536
585,6.584049761295301
586,8.430790156126001
587,11.032799631357
588,14.410200715064999
589,18.750800192356003
590,24.088500440121
591,30.08239865303
592,36.759001016617
593,42.813199758530004
594,47.687500715256
595,51.573097705841
596,54.942601919173995
597,58.003300428391
598,61.48629784584
599,66.988801956177
600,72.79639840125999
601,78.900700807571
602,83.845901489258
603,87.56440281868
604,90.251797437668
605,91.763299703598
606,92.568999528885
607,92.974001169205
608,93.164098262787
609,93.380498886108
610,93.640100955963
611,93.874001502991
612,94.047898054123
613,94.310998916626
614,94.416397809982
615,94.248002767563
616,94.283497333527
617,94.150102138519
618,93.86780261993401
619,93.878901004791
620,93.608397245407
621,93.588900566101
622,93.572497367859
623,93.61879825592
624,93.77650022506701
625,93.907099962234
626,94.142299890518
627,94.322800636292
628,94.57880258560199
629,94.83950138092
630,95.204901695251
631,95.34069895744301
632,95.431697368622
633,95.565700531006
634,95.58290243148801
635,95.624601840973
636,95.561397075653
637,95.408302545547
638,95.409798622131
639,95.31430006027199
640,95.201998949051
641,95.037800073624
642,94.985997676849
